Area,n_measurements,waterbody_type,query,latitude,longitude
"Nore, Lower Suir Estuary (Little Island - Cheekpoint)",43,Transitional,Lower Suir Estuary,,
"Erne, Carrick on Shannon",43,River,Carrick on Shannon,53.94694,-8.09
"Donegal Bay North, BRIDGETOWN (DONEGAL)_010",43,River,BRIDGETOWN,52.21748,-6.65242
"Suir, Charleville",43,River,Charleville,52.35,-8.68333
"Gweebarra-Sheephaven, FAYMORE_010",43,River,FAYMORE,55.13417,-7.90472
"Donegal Bay North, BALLINTRA_010",43,River,BALLINTRA,54.57694,-8.11972
"Lower Shannon (A), Clonaslee West",42,River,Clonaslee West,,
"Lower Shannon (A), CLODIAGH (TULLAMORE)_020",42,River,CLODIAGH,52.29,-7.28583
"Ballyteigue-Bannow, New Ross",42,River,New Ross,52.39667,-6.93667
"Nore, Killkenny-Ballynakill Gravels",42,River,Killkenny-Ballynakill Gravels,,
"Nore, New Ross",42,River,New Ross,52.39667,-6.93667
"Lower Shannon (B), Clonaslee West",42,River,Clonaslee West,,
"Barrow, Clonaslee West",42,River,Clonaslee West,,
"Donegal Bay North, Ballyshannon",42,River,Ballyshannon,54.5,-8.18333
"Boyne, Longwood",42,River,Longwood,53.45389,-6.92194
"Moy _ Killala Bay, Foxford",42,River,Foxford,53.9807,-9.11551
"Liffey and Dublin Bay, New Ross",42,River,New Ross,52.39667,-6.93667
"Sligo Bay _ Drowse, Kilkelly Charlestown",42,River,Kilkelly Charlestown,,
"Suir, Cahir",42,River,Cahir,52.37694,-7.92167
"Donagh-Moville, East Inishowen",42,River,East Inishowen,,
"Donegal Bay North, McSwines Bay",42,Coastal,McSwines Bay,,
"Erne, Ballyshannon",42,River,Ballyshannon,54.5,-8.18333
"Sligo Bay _ Drowse, Foxford",42,River,Foxford,53.9807,-9.11551
"Lough Swilly, East Inishowen",42,River,East Inishowen,,
"Donegal Bay North, Donegal Bay Northern",42,Coastal,Donegal Bay Northern,54.53333,-8.5
"Erne, Knockatallon",42,River,Knockatallon,54.29439,-7.14867
"Sligo Bay _ Drowse, Donegal Bay Northern",42,Coastal,Donegal Bay Northern,54.53333,-8.5
"Erriff-Clew Bay, Foxford",42,River,Foxford,53.9807,-9.11551
"Erne, Tydavnet",42,River,Tydavnet,54.29587,-7.01576
"Erne, Glencar",42,River,Glencar,54.34111,-8.38667
"Slaney _ Wexford Harbour, New Ross",42,River,New Ross,52.39667,-6.93667
"Barrow, New Ross",42,River,New Ross,52.39667,-6.93667
"Moy _ Killala Bay, Kilkelly Charlestown",42,River,Kilkelly Charlestown,,
"Donagh-Moville, Carndonagh Gravels",42,River,Carndonagh Gravels,,
"Lee, Cork Harbour and Youghal Bay, Ballinhassig West",41,River,Ballinhassig West,,
"Dunmanus-Bantry-Kenmare, Ballinhassig West",41,River,Ballinhassig West,,
"Upper Shannon (E), Carrick on Shannon",41,River,Carrick on Shannon,53.94694,-8.09
"Shannon Estuary South, Herbertstown",41,River,Herbertstown,52.51861,-8.46556
"Lower Shannon (B), Rathdowney",41,River,Rathdowney,52.85472,-7.58028
"Lee, Cork Harbour and Youghal Bay, Cloyne",41,River,Cloyne,51.86278,-8.12444
"Ovoca-Vartry, AVOCA_030",41,River,AVOCA,52.79342,-6.13793
"Upper Shannon (D), Tynagh",41,River,Tynagh,53.14944,-8.3725
"Cork Harbour, Moy Killala, Clonaslee West",41,River,Clonaslee West,,
"Dunmanus-Bantry-Kenmare, OWNAGAPPUL_010",41,River,OWNAGAPPUL,,
"Colligan-Mahon, Knockmealdown",41,River,Knockmealdown,52.22778,-7.91528
"Upper Shannon (D), Carrick on Shannon",41,River,Carrick on Shannon,53.94694,-8.09
"Shannon Estuary North, Ballyvaughan Uplands",41,River,Ballyvaughan Uplands,,
"Owenavorragh, Cahore Point",41,River,Cahore Point,52.56417,-6.19111
"Donagh-Moville, DONAGH_010",41,River,DONAGH,55.27806,-7.26667
"Cork Harbour, Moy Killala, Ballinhassig West",41,River,Ballinhassig West,,
"Galway Bay South East, Kinvara-Gort",41,River,Kinvara-Gort,,
"Colligan-Mahon, Tramore",41,River,Tramore,51.87861,-8.43472
"Upper Shannon (B), Carrick on Shannon",41,River,Carrick on Shannon,53.94694,-8.09
"Lower Shannon (B), Cloughjordan-Moneygall Gravels",41,River,Cloughjordan-Moneygall Gravels,,
"Owenavorragh, Enniscorthy",41,River,Enniscorthy,52.50083,-6.55778
"Lower Shannon (A), Rhode",41,River,Rhode,53.35222,-7.20167
"Galway Bay South East, Tynagh",41,River,Tynagh,53.14944,-8.3725
"Laune-Maine-Dingle Bay, Ballinhassig West",41,River,Ballinhassig West,,
"Lower Shannon (A), Daingean",41,River,Daingean,53.29611,-7.28944
"Boyne, Rhode",41,River,Rhode,53.35222,-7.20167
"Mal Bay, Ballyvaughan Uplands",41,River,Ballyvaughan Uplands,,
"Barrow, Cushina",41,River,Cushina,53.18917,-7.09667
"foyal, Maam-Clonbur",41,River,Maam-Clonbur,,
"Donegal Bay North, Ballyshannon East",41,River,Ballyshannon East,,
"Bandonllen, Ballinhassig West",41,River,Ballinhassig West,,
"Upper Shannon (A), Carrick on Shannon",41,River,Carrick on Shannon,53.94694,-8.09
"Suir, Knockmealdown",41,River,Knockmealdown,52.22778,-7.91528
"Upper Shannon (A), Ballymote",41,River,Ballymote,54.08333,-8.51667
"Ballyteigue-Bannow, Fardystown",41,River,Fardystown,,
"Lower Shannon (D), Herbertstown",41,River,Herbertstown,52.51861,-8.46556
"Lower Shannon (B), Tynagh",41,River,Tynagh,53.14944,-8.3725
"Lower Shannon (C), Cloughjordan-Moneygall Gravels",41,River,Cloughjordan-Moneygall Gravels,,
"Erne, Ballyshannon East",41,River,Ballyshannon East,,
"Lower Shannon (C), Tynagh",41,River,Tynagh,53.14944,-8.3725
"Cork Harbour, Moy Killala, Tynagh",41,River,Tynagh,53.14944,-8.3725
"Suir, Rathdowney",41,River,Rathdowney,52.85472,-7.58028
"Boyne, Daingean",41,River,Daingean,53.29611,-7.28944
"Slaney _ Wexford Harbour, Upper Slaney Estuary",41,Transitional,Upper Slaney Estuary,,
"Erne, Monaghan Town",41,River,Monaghan Town,54.13667,-6.69139
"Suir, Tramore",41,River,Tramore,51.87861,-8.43472
"Barrow, Daingean",41,Lake,Daingean,53.29611,-7.28944
"Lee, Cork Harbour and Youghal Bay, Midleton",41,River,Midleton,51.91526,-8.18052
"Upper Shannon (C), Carrick on Shannon",41,River,Carrick on Shannon,53.94694,-8.09
"Suir, Middle Suir Estuary",41,Transitional,Middle Suir Estuary,,
"Cork Harbour, Moy Killala, Carrick on Shannon",41,River,Carrick on Shannon,53.94694,-8.09
"Erne, Newtown-Ballyconnell",41,River,Newtown-Ballyconnell,,
"Barrow, Rathdowney",41,River,Rathdowney,52.85472,-7.58028
"Suir, North Kilmallock",41,River,North Kilmallock,,
"Lough Neagh _ Lower Bann, Clones",41,River,Clones,54.18333,-7.23333
"Slaney _ Wexford Harbour, Enniscorthy",41,River,Enniscorthy,52.50083,-6.55778
"Slaney _ Wexford Harbour, Fardystown",41,River,Fardystown,,
"Erne, Louth",41,River,Louth,53.99306,-6.54167
"Erriff-Clew Bay, Maam-Clonbur",41,River,Maam-Clonbur,,
"Tralee Bay-Feale, Ardfert",41,River,Ardfert,52.32261,-9.77774
"Tralee Bay-Feale, Ballybunnion",41,River,Ballybunnion,52.51534,-9.68548
"Slaney _ Wexford Harbour, Cahore Point",41,River,Cahore Point,52.56417,-6.19111
"Nore, Rathdowney",41,River,Rathdowney,52.85472,-7.58028
"Galway Bay South East, Ballyvaughan Uplands",41,River,Ballyvaughan Uplands,,
"Galway Bay North, Maam-Clonbur",41,River,Maam-Clonbur,,
"Shannon Estuary North, Kinvara-Gort",41,River,Kinvara-Gort,,
"Boyne, Cushina",41,River,Cushina,53.18917,-7.09667
"Barrow, Rhode",41,River,Rhode,53.35222,-7.20167
"Colligan-Mahon, Comeragh",40,River,Comeragh,52.27972,-7.56639
"Owenavorragh, Inch",40,River,Inch,53.27167,-9.16833
"Lower Shannon (D), Knockroe East",40,River,Knockroe East,,
"Moy _ Killala Bay, Moy Estuary",40,Transitional,Moy Estuary,,
"Barrow, Ballingarry",40,River,Ballingarry,52.58722,-7.54
"Barrow, Bagenalstown Lower",40,River,Bagenalstown Lower,,
"Bandonllen, Kinsale Harbour",40,Coastal,Kinsale Harbour,51.67028,-8.50639
"Ballyteigue-Bannow, Adamstown",40,River,Adamstown,52.39417,-6.71694
"Barrow, Adamstown",40,River,Adamstown,52.39417,-6.71694
"Barrow, Barrow Nore Estuary Upper",40,Transitional,Barrow Nore Estuary Upper,,
"Barrow, Portlaoise-Mountmellick Gravels",40,River,Portlaoise-Mountmellick Gravels,,
"Laune-Maine-Dingle Bay, Castlemaine",40,River,Castlemaine,52.14333,-9.86778
"Laune-Maine-Dingle Bay, Cahersiveen",40,River,Cahersiveen,51.94861,-10.22222
"Gweebarra-Sheephaven, MURLIN_020",40,River,MURLIN,,
"Colligan-Mahon, Dungarvan",40,River,Dungarvan,52.06806,-7.57806
"Shannon Estuary North, GWDTE-Caherglassaun Turlough (SAC000238)",40,River,GWDTE-Caherglassaun Turlough,,
"Galway Bay South East, Ennis",40,River,Ennis,52.84361,-8.98639
"Galway Bay South East, Clarinbridge",40,River,Clarinbridge,53.22639,-8.88306
"Galway Bay South East, Maam-Clonbur",40,River,Maam-Clonbur,,
"Lower Shannon (A), Shinrone",40,River,Shinrone,52.9825,-7.92444
"Lower Shannon (B), Coolrain",40,River,Coolrain,52.97972,-7.56861
"Gweebarra-Sheephaven, STRACASHEL_020",40,River,STRACASHEL,54.81778,-8.18528
"Laune-Maine-Dingle Bay, Laune Muckross",40,River,Laune Muckross,,
"Upper Shannon (B), Kilkelly Charlestown",40,River,Kilkelly Charlestown,,
"Colligan-Mahon, Waterford",40,River,Waterford,52.18122,-6.92877
"Shannon Estuary North, Ennis",40,River,Ennis,52.84361,-8.98639
"Tralee Bay-Feale, Castlemaine",40,River,Castlemaine,52.14333,-9.86778
"Nore, Newtown",40,River,Newtown,53.65707,-7.03427
"Lee, Cork Harbour and Youghal Bay, Cahersiveen",40,River,Cahersiveen,51.94861,-10.22222
"Nore, Upper Barrow Estuary",40,Transitional,Upper Barrow Estuary,,
"Nore, Waterford",40,River,Waterford,52.18122,-6.92877
"Dunmanus-Bantry-Kenmare, Outer Kenmare River",40,Coastal,Outer Kenmare River,,
"Dunmanus-Bantry-Kenmare, Cahersiveen",40,River,Cahersiveen,51.94861,-10.22222
"Corrib, Maam-Clonbur",40,River,Maam-Clonbur,,
"Corrib, Clarinbridge",40,River,Clarinbridge,53.22639,-8.88306
"Lower Shannon (B), Banagher",40,River,Banagher,54.70389,-8.08806
"Upper Shannon (E), Funshinagh",40,River,Funshinagh,53.51667,-8.1
"Suir, Ballingarry",40,River,Ballingarry,52.58722,-7.54
"Lower Shannon (B), Shinrone",40,River,Shinrone,52.9825,-7.92444
"Suir, BALLYCLERIHAN STREAM_010",40,River,BALLYCLERIHAN STREAM,,
"Upper Shannon (D), Funshinagh",40,River,Funshinagh,53.51667,-8.1
"Barrow, Upper Barrow Estuary",40,River,Upper Barrow Estuary,,
"Lower Shannon (A), Banagher",40,River,Banagher,54.70389,-8.08806
"Nore, Bagenalstown Lower",40,River,Bagenalstown Lower,,
"Upper Shannon (C), SHANNON (Upper)_090",40,River,SHANNON,52.58194,-9.68167
"Galway Bay South East, GWDTE-Caherglassaun Turlough (SAC000238)",40,River,GWDTE-Caherglassaun Turlough,,
"Galway Bay South East, GWDTE-Coy Turlough (SAC002117)",40,River,GWDTE-Coy Turlough,,
"Shannon Estuary South, Knockroe East",40,River,Knockroe East,,
"Cork Harbour, Moy Killala, Cahersiveen",40,River,Cahersiveen,51.94861,-10.22222
"Ovoca-Vartry, Kilcoole Gravels",40,River,Kilcoole Gravels,,
"Lower Shannon (C), Banagher",40,River,Banagher,54.70389,-8.08806
"Cork Harbour, Moy Killala, Foxford",40,River,Foxford,53.9807,-9.11551
"Suir, Waterford",40,River,Waterford,52.18122,-6.92877
"Slaney _ Wexford Harbour, Adamstown",40,River,Adamstown,52.39417,-6.71694
"Barrow, Narraghmore Gravels",40,River,Narraghmore Gravels,,
"Barrow, Newtown",40,River,Newtown,53.65707,-7.03427
"Barrow, Kilkenny",40,River,Kilkenny,52.31222,-7.09722
"Slaney _ Wexford Harbour, Inch",40,River,Inch,53.27167,-9.16833
"Slaney _ Wexford Harbour, MILLTOWN ROSLARE_010",40,River,MILLTOWN ROSLARE,,
"Upper Shannon (D), Ballygar",40,River,Ballygar,53.52162,-8.32738
"Boyne, Louth",40,River,Louth,53.99306,-6.54167
"Lough Neagh _ Lower Bann, Tydavnet",40,River,Tydavnet,54.29587,-7.01576
"Newry, Fane, Glyde and Dee, Louth",40,River,Louth,53.99306,-6.54167
"Nore, Callan",40,River,Callan,52.545,-7.39111
"Nore, Coolrain",40,River,Coolrain,52.97972,-7.56861
"Lough Neagh _ Lower Bann, Monaghan Town",40,River,Monaghan Town,54.13667,-6.69139
"Nore, Barrow Nore Estuary Upper",40,Transitional,Barrow Nore Estuary Upper,,
"Upper Shannon (C), Funshinagh",40,River,Funshinagh,53.51667,-8.1
"Nore, Shinrone",40,River,Shinrone,52.9825,-7.92444
"Nore, Stoneyford Gravels",40,River,Stoneyford Gravels,,
"Lee, Cork Harbour and Youghal Bay, Lee Valley Gravels",40,River,Lee Valley Gravels,,
"Nore, Ballingarry",40,River,Ballingarry,52.58722,-7.54
"Barrow, Goresbridge North",40,River,Goresbridge North,,
"Nore, GULLY_030",40,River,GULLY,52.94306,-7.44722
"Cork Harbour, Moy Killala, GWDTE-Caherglassaun Turlough (SAC000238)",40,River,GWDTE-Caherglassaun Turlough,,
"Cork Harbour, Moy Killala, Shinrone",40,River,Shinrone,52.9825,-7.92444
"Cork Harbour, Moy Killala, Kilkelly Charlestown",40,River,Kilkelly Charlestown,,
"Erne, KNAPPAGH_030",40,River,KNAPPAGH,54.0325,-6.96583
"Nore, Kilkenny",40,River,Kilkenny,52.31222,-7.09722
"Nore, Goresbridge North",40,River,Goresbridge North,,
"Cork Harbour, Moy Killala, Lee Valley Gravels",40,River,Lee Valley Gravels,,
"Suir, Shinrone",40,River,Shinrone,52.9825,-7.92444
"Lower Shannon (C), GWDTE-Coy Turlough (SAC002117)",40,River,GWDTE-Coy Turlough,,
"Barrow, Coolrain",40,River,Coolrain,52.97972,-7.56861
"Lower Shannon (C), Shinrone",40,River,Shinrone,52.9825,-7.92444
"Donagh-Moville, MALIN STREAM_010",40,River,MALIN STREAM,,
"Lower Shannon (C), GWDTE-Caherglassaun Turlough (SAC000238)",40,River,GWDTE-Caherglassaun Turlough,,
"Lough Neagh _ Lower Bann, Louth",40,River,Louth,53.99306,-6.54167
"Lough Neagh _ Lower Bann, Knockatallon",40,River,Knockatallon,54.29439,-7.14867
"Suir, Comeragh",40,River,Comeragh,52.27972,-7.56639
"Suir, Kilkenny",40,River,Kilkenny,52.31222,-7.09722
"Suir, Hospital",39,River,Hospital,52.47306,-8.43056
"Suir, Carrick-on-Suir",39,River,Carrick-on-Suir,52.34917,-7.41306
"Upper Shannon (A), Newtown-Ballyconnell",39,River,Newtown-Ballyconnell,,
"Lower Shannon (C), Nenagh",39,River,Nenagh,52.92639,-8.27278
"Donegal Bay North, MOUNTCHARLES_010",39,River,MOUNTCHARLES,54.64639,-8.19556
"Lower Shannon (D), Ballyneety",39,River,Ballyneety,54.13444,-9.28028
"Lower Shannon (D), Nenagh",39,River,Nenagh,52.92639,-8.27278
"Lower Shannon (D), Hospital",39,River,Hospital,52.47306,-8.43056
"foyal, Outer Galway Bay",39,Coastal,Outer Galway Bay,,
"Upper Shannon (C), SHANNON (Upper)_080",39,River,SHANNON,52.58194,-9.68167
"Nore, Carrick-on-Suir",39,River,Carrick-on-Suir,52.34917,-7.41306
"Suir, Nenagh",39,River,Nenagh,52.92639,-8.27278
"Suir, Slieveardagh Hills",39,River,Slieveardagh Hills,52.65278,-7.52056
"Suir, Shanahoe",39,River,Shanahoe,52.92528,-7.42472
"Colligan-Mahon, MAHON_030",39,River,MAHON,52.13806,-7.36278
"Galway Bay South East, Slieve Elva",39,River,Slieve Elva,53.08373,-9.26924
"Cork Harbour, Moy Killala, Ballyshannon East",39,River,Ballyshannon East,,
"Galway Bay South East, Outer Galway Bay",39,Coastal,Outer Galway Bay,,
"Mal Bay, Slieve Elva",39,River,Slieve Elva,53.08373,-9.26924
"Nore, Bredagh",39,River,Bredagh,55.18333,-7.03333
"Nore, Shanahoe",39,River,Shanahoe,52.92528,-7.42472
"Nore, Slieveardagh Hills",39,River,Slieveardagh Hills,52.65278,-7.52056
"Erriff-Clew Bay, Clifden Bay",39,Transitional,Clifden Bay,53.48917,-10.07
"Foyle, Ballyshannon East",39,River,Ballyshannon East,,
"Lower Shannon (B), Bredagh",39,River,Bredagh,55.18333,-7.03333
"Lower Shannon (B), Nenagh",39,River,Nenagh,52.92639,-8.27278
"Galway Bay North, Outer Galway Bay",39,Coastal,Outer Galway Bay,,
"Lower Shannon (A), Bredagh",39,River,Bredagh,55.18333,-7.03333
"Foyle, REELAN_010",39,River,REELAN,55.09167,-7.79306
"Lee, Cork Harbour and Youghal Bay, GLASHABOY (LOUGH MAHON)_020",39,River,GLASHABOY,51.90167,-8.3975
"Shannon Estuary North, Slieve Elva",39,River,Slieve Elva,53.08373,-9.26924
"Upper Shannon (C), Newtown-Ballyconnell",39,River,Newtown-Ballyconnell,,
"Owenavorragh, BANOGE_010",39,River,BANOGE,52.64417,-6.28417
"Ovoca-Vartry, TEMPLERAINY STREAM_010",39,River,TEMPLERAINY STREAM,,
"Lough Swilly, DRUMHALLAGH_010",38,River,DRUMHALLAGH,55.13333,-7.56667
"Owenavorragh, Gorey",38,River,Gorey,52.67472,-6.2925
"Newry, Fane, Glyde and Dee, Carrickmacross",38,River,Carrickmacross,53.97278,-6.71889
"Gweebarra-Sheephaven, OWENEA_030",38,River,OWENEA,54.74833,-8.3375
"Upper Shannon (F), Derravarragh",38,River,Derravarragh,,
"Nanny-Delvin, Bettystown",38,River,Bettystown,53.70139,-6.24611
"Barrow, GWDTE-Pollardstown Fen (SAC000396)",38,River,GWDTE-Pollardstown Fen,,
"Barrow, Kilcullen",38,River,Kilcullen,53.13028,-6.74444
"Suir, Mullinavat",38,River,Mullinavat,52.36722,-7.16472
"Liffey and Dublin Bay, GWDTE-Pollardstown Fen (SAC000396)",38,River,GWDTE-Pollardstown Fen,,
"Nore, Mullinavat",38,River,Mullinavat,52.36722,-7.16472
"Boyne, Derravarragh",38,River,Derravarragh,,
"Upper Shannon (F), BELLSGROVE STREAM_010",38,River,BELLSGROVE STREAM,,
"Lower Shannon (A), Derravarragh",38,River,Derravarragh,,
"Boyne, Bettystown",38,River,Bettystown,53.70139,-6.24611
"Cork Harbour, Moy Killala, Kilcullen",38,River,Kilcullen,53.13028,-6.74444
"Liffey and Dublin Bay, Kilcullen",38,River,Kilcullen,53.13028,-6.74444
"Cork Harbour, Moy Killala, Bredagh",38,River,Bredagh,55.18333,-7.03333
"Erne, WOODFORD (CAVAN)_020",38,River,WOODFORD,53.02028,-8.31639
"Donegal Bay North, OWENWEE (CARRICK)_010",38,River,OWENWEE,53.78055,-9.58144
"Slaney _ Wexford Harbour, Kilcullen",38,River,Kilcullen,53.13028,-6.74444
"Slaney _ Wexford Harbour, Gorey",38,River,Gorey,52.67472,-6.2925
"Cork Harbour, Moy Killala, Moy Estuary",38,Transitional,Moy Estuary,,
"Ovoca-Vartry, COOLALUG STREAM_010",38,River,COOLALUG STREAM,,
"Boyne, BLACKWATER (KELLS)_030",38,River,BLACKWATER,51.85,-9.75
"Shannon Estuary South, Ballyneety",38,River,Ballyneety,54.13444,-9.28028
"Donegal Bay North, EANYMORE WATER_020",37,River,EANYMORE WATER,54.68167,-8.245
"Owenavorragh, Wexford Harbour",37,Coastal,Wexford Harbour,52.33833,-6.40417
"Suir, ST JOHN'S_010",37,River,ST JOHN'S,53.36415,-6.20558
"Lower Shannon (C), GWDTE-Rahasane Turlough (SAC000322)",37,River,GWDTE-Rahasane Turlough,,
"Lower Shannon (D), Fedamore",37,River,Fedamore,52.54528,-8.6025
"Ovoca-Vartry, Inch",37,River,Inch,53.27167,-9.16833
"Tralee Bay-Feale, CLOOSGUIRE_010",37,River,CLOOSGUIRE,,
"Slaney _ Wexford Harbour, Wexford Harbour",37,Coastal,Wexford Harbour,52.33833,-6.40417
"Newry, Fane, Glyde and Dee, Dundalk",37,River,Dundalk,53.95,-6.25
"Foyle, ELATAGH_010",37,River,ELATAGH,,
"Donegal Bay North, Leitrim Hill Stream_010",37,River,Leitrim Hill Stream,,
"Upper Shannon (D), GWDTE-Rahasane Turlough (SAC000322)",37,River,GWDTE-Rahasane Turlough,,
"Corrib, GWDTE-Rahasane Turlough (SAC000322)",37,River,GWDTE-Rahasane Turlough,,
"Donagh-Moville, CULDAFF_010",37,River,CULDAFF,55.28333,-7.16667
"Galway Bay South East, GWDTE-Rahasane Turlough (SAC000322)",37,River,GWDTE-Rahasane Turlough,,
"Colligan-Mahon, Waterford Harbour",37,Coastal,Waterford Harbour,52.18122,-6.92877
"Gweebarra-Sheephaven, TULLAGHOBEGLY_020",37,River,TULLAGHOBEGLY,55.13583,-8.12139
"Ballyteigue-Bannow, Waterford Harbour",37,Coastal,Waterford Harbour,52.18122,-6.92877
"Upper Shannon (F), MOUNTNUGENT_030",36,River,MOUNTNUGENT,53.81783,-7.2557
"Suir, Ballymoat (Stream)_010",36,River,Ballymoat,52.07528,-7.96028
"Corrib, KILMAINE_010",36,River,KILMAINE,53.58135,-9.12256
"Erne, DROMORE_080",36,River,DROMORE,52.91962,-8.97256
"Erne, OWENSALLAGH_010",36,River,OWENSALLAGH,54.165,-7.71278
"Erne, BLACKWATER (NEWTOWNGORE)_020",36,River,BLACKWATER,51.85,-9.75
"Colligan-Mahon, Youghal Bay",36,Coastal,Youghal Bay,52.89944,-8.30361
"Tralee Bay-Feale, BRICK_020",36,River,BRICK,53.17333,-8.54333
"Erne, BAWNBOY_010",36,River,BAWNBOY,54.12139,-7.67556
"Lower Shannon (D), CAHERNAHALLIA_010",36,River,CAHERNAHALLIA,52.57306,-8.27139
"Lee, Cork Harbour and Youghal Bay, Youghal Bay",36,Coastal,Youghal Bay,52.89944,-8.30361
"Upper Shannon (A), OWENMORE (GLANGEVLIN)_010",36,River,OWENMORE,54.12034,-9.83337
"Newry, Fane, Glyde and Dee, Dundalk Gravels",36,River,Dundalk Gravels,,
"Lower Shannon (A), LITTLE (CLOGHAN)_030",36,River,LITTLE,53.98472,-9.24122
"Lower Shannon (B), BUNOW_010",36,River,BUNOW,52.9625,-7.83861
"Erne, ANNALEE_060",35,River,ANNALEE,54.04,-7.4075
"Sligo Bay _ Drowse, Garavoge Estuary",35,Transitional,Garavoge Estuary,,
"Erne, CAVAN_020",35,River,CAVAN,54.00222,-6.92222
"Corrib, Corrib Estuary",35,Transitional,Corrib Estuary,,
"Erne, DERRADDA STREAM_010",35,River,DERRADDA STREAM,,
"Erne, ANNALEE_010",35,River,ANNALEE,54.04,-7.4075
"Erne, ANNALEE_050",35,River,ANNALEE,54.04,-7.4075
"Erne, ANNALEE_090",35,River,ANNALEE,54.04,-7.4075
"Erne, ANNALEE_030",35,River,ANNALEE,54.04,-7.4075
"Erne, ERNE_080",35,River,ERNE,54.50534,-8.24507
"Erne, BLACKWATER (NEWTOWNGORE)_010",35,River,BLACKWATER,51.85,-9.75
"Erne, BUNNOE_040",35,River,BUNNOE,54.05806,-7.22806
"Erne, RAG (CAVAN)_020",35,River,RAG,52.7148,-7.9053
"Galway Bay North, Corrib Estuary",35,Transitional,Corrib Estuary,,
"Galway Bay South East, Inner Galway Bay North",35,Coastal,Inner Galway Bay North,,
"foyal, Inner Galway Bay North",35,Coastal,Inner Galway Bay North,,
"Erne, ERNE_010",35,River,ERNE,54.50534,-8.24507
"Erne, ERNE_040",35,River,ERNE,54.50534,-8.24507
"Newry, Fane, Glyde and Dee, ANNAHALE STREAM_010",35,River,ANNAHALE STREAM,,
"Upper Shannon (F), INNY_040",35,River,INNY,51.85722,-10.18167
"Lough Swilly, SWILLY_020",35,River,SWILLY,55.16667,-7.53333
"Galway Bay North, Inner Galway Bay North",35,Coastal,Inner Galway Bay North,,
"Colligan-Mahon, Dungarvan Harbour",35,Coastal,Dungarvan Harbour,52.06806,-7.57806
"Laune-Maine-Dingle Bay, BEHY (KERRY)_030",35,River,BEHY,52.06556,-9.95667
"Gweebarra-Sheephaven, TULLAGHOBEGLY_010",35,River,TULLAGHOBEGLY,55.13583,-8.12139
"Galway Bay South East, Corrib Estuary",35,Transitional,Corrib Estuary,,
"Gweebarra-Sheephaven, MURLIN_010",35,River,MURLIN,,
"Boyne, NADREEGEEL LOUGH STREAM_010",35,River,NADREEGEEL LOUGH STREAM,,
"Upper Shannon (A), SHANNON (Upper)_020",35,River,SHANNON,52.58194,-9.68167
"Erne, ERNE_060",35,River,ERNE,54.50534,-8.24507
"Erne, ERNE_050",35,River,ERNE,54.50534,-8.24507
"foyal, Corrib Estuary",35,Transitional,Corrib Estuary,,
"Erne, ANNALEE_020",34,River,ANNALEE,54.04,-7.4075
"Upper Shannon (A), OWENNAYLE_010",34,River,OWENNAYLE,54.18333,-8.03333
"Foyle, DEELE (DONEGAL)_040",34,River,DEELE,54.9,-7.88333
"Suir, Thurles",34,River,Thurles,52.68194,-7.80222
"Erne, CULLIES_010",34,River,CULLIES,53.96222,-7.60361
"Nore, Thurles",34,River,Thurles,52.68194,-7.80222
"Newry, Fane, Glyde and Dee, DEE_010",33,River,DEE,53.8825,-6.34972
"Liffey and Dublin Bay, Malahide Bay",33,Coastal,Malahide Bay,53.46258,-6.17347
"Nanny-Delvin, Northwestern Irish Sea (HA 08)",33,Coastal,Northwestern Irish Sea,,
"Boyne, BLACKWATER (KELLS)_060",33,River,BLACKWATER,51.85,-9.75
"Liffey and Dublin Bay, Broadmeadow Water",33,Transitional,Broadmeadow Water,,
"Nanny-Delvin, Broadmeadow Water",33,Transitional,Broadmeadow Water,,
"Liffey and Dublin Bay, Northwestern Irish Sea (HA 08)",33,Coastal,Northwestern Irish Sea,,
"Suir, BURNCOURT_010",33,River,BURNCOURT,52.31278,-8.03778
"Suir, Upper Suir Estuary",33,Transitional,Upper Suir Estuary,,
"Slaney _ Wexford Harbour, CAMOLIN STREAM_010",33,River,CAMOLIN STREAM,,
"Boyne, Northwestern Irish Sea (HA 08)",33,Coastal,Northwestern Irish Sea,,
"Shannon Estuary South, CHARLEVILLE STREAM_010",33,River,CHARLEVILLE STREAM,,
"Colligan-Mahon, LEPERSTOWN STREAM_010",32,River,LEPERSTOWN STREAM,,
"Laune-Maine-Dingle Bay, Ferta",32,Transitional,Ferta,51.96389,-10.18222
"Ovoca-Vartry, GLENEALO_010",32,River,GLENEALO,53.0,-6.30167
"Erne, MAGHERARNEY_010",32,River,MAGHERARNEY,,
"Dunmanus-Bantry-Kenmare, Glengarriff Harbour",32,Transitional,Glengarriff Harbour,51.75111,-9.5375
"Erne, KNAPPAGH_020",32,River,KNAPPAGH,54.0325,-6.96583
"Erne, ERNE_030",31,River,ERNE,54.50534,-8.24507
"Donagh-Moville, GLENNAGANNON_020",31,River,GLENNAGANNON,55.27861,-7.25306
"Bandonllen, Oysterhaven",31,Transitional,Oysterhaven,51.69167,-8.44306
"Donegal Bay North, EANYBEG WATER_020",31,River,EANYBEG WATER,54.68222,-8.245
"Lee, Cork Harbour and Youghal Bay, Owenacurra Estuary",31,Transitional,Owenacurra Estuary,51.89686,-8.17787
"Gweebarra-Sheephaven, Birroge",31,Lake,Birroge,,
